ID,RecordedDate,PrimaryStatusAfterGraduation,BranchOfService,CareerMeetsExpectation,EmployingOrganization,JobTitle,State,City,Employer_Country,Compensation,Salary_range,Degree_required,Employment_offer,Employment_acceptance,Job_connection,Application_website,Other_job_connection,Graduate_School,Graduate_School_Location,Graduate_Degree_Country,Graduate_Program,Program_Type,Postgraduation_offer,CC_job_Rating,CC_Drop_in_Advising_CareerLab ,CC_Handshake_Jobs,CC_Interview_Preparation,CC_Oncampus_Interview,CC_Networking_Strategies,CC_Career_Major_Exploration,CC_Fairs_Career_Events,CC_Resume_Cover_Letter_Review,CC_Career_Assessments ,CC_Resume_Cover_Letter Review,Primary_Status_Matching_Expectations,CC_Workshops
30083,06Jun2017 12:26:47,Employed full time (on average 30 hours or more per week),,Agree,Salamander Resort and Spa,Activity Coordinator,Virginia,Middleburg,,Hourly,"$35,000 - $39,999",A college degree is required and the position is related to my field of study.,6+ months before graduation,6+ months before graduation,Other,,Resort and Commerical Recreation Association trip with Scott Rood,,,,,,No,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,,,,Somewhat Satisfied,,
30084,07Feb2017 8:25:34,Employed full time (on average 30 hours or more per week),,,Great Lakes Bay Health Centers,Physician Assistant,Michigan,Saginaw,,Hourly,"$75,000 - $79,999",A graduate degree is required and the position is related to my field of study.,0-3 months before graduation,0-3 months before graduation,Other,,Clinical rotation,,,,,,Yes,,,,,,,,,,,,,
30085,09Jan2020 12:31:00,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,,,,,,,,,,,,,,,Grand Valley State University,Michigan,,Accounting,Certificate,,,,,,,,,,,,,Strongly Agree,
30086,20Jul2017 9:36:17,Employed full time (on average 30 hours or more per week),,Strongly Agree,Children's hospital Colorado,Cardiac sonographer,Colorado,Aurora,,Hourly,"$60,000 - $64,999",A college degree is required and the position is related to my field of study.,0-3 months before graduation,0-3 months before graduation,Other On-line Job Posting Systems (please specify),Indeed,,,,,,,Yes,Somewhat Satisfied,Satisfied,Satisfied,Somewhat Satisfied,Satisfied,Somewhat Satisfied,Somewhat Satisfied,Very Satisfied,Somewhat Satisfied,,Somewhat Satisfied,,
30087,19Dec2017 21:31:55,Employed full time (on average 30 hours or more per week),,,probility physical therapy,Physical Therapist,Michigan,Ann Arbor,,Hourly,"$65,000 - $69,999",A graduate degree is required and the position is related to my field of study.,0-3 months before graduation,0-3 months after graduation,Other,,Final Clinical Internship,,,,,,Yes,,,,Satisfied,,Satisfied,,Somewhat Satisfied,Satisfied,,,,
30088,07Jan2021 12:43:00,Employed part time (on average less than 30 hours per week),,,University of Michigan,Research Assistant,Michigan,Ann Arbor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30089,01Oct2019 17:51:18,Employed full time (on average 30 hours or more per week),,,GRPS,School Counselor,Michigan,Grand Rapids,,Hourly,"$40,000 - $44,999",A graduate degree is required and the position is related to my field of study.,0-3 months after graduation,0-3 months after graduation,Personal Network,,,,,,,,No,,Somewhat Satisfied,Somewhat Satisfied,,,,,,Dissatisfied,,,,
30090,20Jun2017 8:10:46,Employed full time (on average 30 hours or more per week),,Agree,YMCA,Program director,Michigan,Fenton,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30091,17Jan2017 9:50:57,Employed full time (on average 30 hours or more per week),,Strongly Agree,Mercy Health Saint Mary's,Patient Care Assistant,Michigan,Grand Rapids,,Hourly,"Less than $20,000",Having a college degree made no difference to me obtaining this position.,6+ months before graduation,6+ months before graduation,Other On-line Job Posting Systems (please specify),Mercy Health Online Job Postings,,,,,,,No,Satisfied,Satisfied,Satisfied,Satisfied,Somewhat Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Somewhat Satisfied,,
30092,06Jun2017 8:13:26,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,Strongly Agree,,,,,,,,,,,,,,Wayne state,Michigan,,Genetic counseling,Master's,No,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Somewhat Satisfied,Satisfied,Satisfied,Somewhat Satisfied,Satisfied,,
30093,06Jun2017 8:27:40,Employed full time (on average 30 hours or more per week),,Strongly Agree,"Steelcase, Inc",SAP Netweaver and Database Administrator,Michigan,Grand Rapids,,Hourly,"$55,000 - $59,999",A college degree is required and the position is related to my field of study.,6+ months before graduation,6+ months before graduation,Career Fair,,,,,,,,Yes,Very Satisfied,,,Very Satisfied,Very Satisfied,,,,,,,,
30094,15Sep2016 12:21:49,Employed full time (on average 30 hours or more per week),,Strongly Agree,Park City Mountain Resort,Ski Instructor,Utah,Park City,,Hourly,"$30,000 - $34,999","A college degree is not required for this job, but my degree helped me to obtain it.",0-3 months after graduation,0-3 months after graduation,Other On-line Job Posting Systems (please specify),Vail Resorts Careers Website,,,,,,,Yes,,,,,,,Very Satisfied,,,,,,
30095,06Jun2019 15:04:52,Employed full time (on average 30 hours or more per week),,,Battle Creek Public Schools,Teacher,Michigan,Battle Creek,,Click to write Choice 3,,A college degree is required and the position is related to my field of study.,3-6 months before graduation,3-6 months before graduation,GVSU Faculty/Staff Recommendation,,,,,,,,No,,,,,,,,,,,,Strongly Agree,
30096,29Nov2017 14:47:10,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,Strongly Agree,,,,,,,,,,,,,,Purdue University,Indiana,,Biological Sciences,Doctorate,Yes,Dissatisfied,,Very Dissatisfied,Very Dissatisfied,,Very Dissatisfied,Very Dissatisfied,Very Satisfied,,Very Dissatisfied,,,
30097,01Feb2018 10:40:20,Employed full time (on average 30 hours or more per week),,,Fredrick Meijer Gardens,Banquet Server/ Event Coordinator,Michigan,Grand Rapids,,Hourly,"$25,000 - $29,999",A college degree is required and the position is related to my field of study.,0-3 months after graduation,0-3 months after graduation,Other On-line Job Posting Systems (please specify),,,,,,,,No,Somewhat Satisfied,Satisfied,Satisfied,Satisfied,,Somewhat Satisfied,Very Satisfied,Satisfied,Very Satisfied,,,Agree,
30098,24Oct2017 8:36:54,Employed full time (on average 30 hours or more per week),,,Biolife plasma services,Senior Plasma Center Technician,Michigan,Walker,,Hourly,"$25,000 - $29,999","A college degree is not required for this job, but my degree helped me to obtain it.",3-6 months before graduation,3-6 months before graduation,Other,,BioLife website,,,,,,,Very Satisfied,,Very Satisfied,Very Satisfied,Very Satisfied,,,Very Satisfied,Very Satisfied,Very Satisfied,,Disagree,Very Satisfied
30099,13Jun2018 8:38:38,Employed full time (on average 30 hours or more per week),,,Western Michigan University,Admissions Recruiter,Michigan,Kalamazoo,,Hourly,"$35,000 - $39,999",A graduate degree is required and the position is related to my field of study.,0-3 months after graduation,0-3 months after graduation,Other,,WMU Jobs Database,,,,,,No,Satisfied,,Very Satisfied,Satisfied,,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Somewhat Satisfied,,Satisfied
30100,09Jun2019 16:33:24,Employed full time (on average 30 hours or more per week),,,Penske Logistics,Supply Chain Analyst,Michigan,Dearborn,,Hourly,"$50,000 - $54,999",A college degree is required and the position is related to my field of study.,6+ months before graduation,3-6 months before graduation,Other,,attended a conference through a student organization and made a professional connection,,,,,,No,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Strongly Agree,Very Satisfied
30101,13Apr2019 11:12:40,Employed part time (on average less than 30 hours per week),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30102,25Jun2019 9:45:27,Employed full time (on average 30 hours or more per week),,,Red Project,admin assistant,Michigan,Grand Rapids,,Hourly,"$25,000 - $29,999","A college degree is not required for this job, but my degree helped me to obtain it.",0-3 months after graduation,0-3 months before graduation,Other,,,,,,,,No,Somewhat Satisfied,Somewhat Satisfied,Satisfied,Somewhat Satisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Somewhat Satisfied,Somewhat Satisfied,Dissatisfied,Dissatisfied,Agree,Dissatisfied
30103,04Jun2020 21:45:00,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,,,,,,,,,,,,,,,Oakland University,Michigan,,Masters of History,Master's,No,,Very Satisfied,Very Satisfied,Satisfied,Somewhat Satisfied,Satisfied,Satisfied,Satisfied,Somewhat Satisfied,Somewhat Satisfied,Satisfied,Strongly Agree,Satisfied
30104,14Feb2019 12:50:30,Employed full time (on average 30 hours or more per week),,,HexArmor,Human Resources Generalist,Michigan,Grand Rapids,,Hourly,"$40,000 - $44,999",A college degree is required and the position is related to my field of study.,3-6 months before graduation,3-6 months before graduation,GVSU Career Advisor Recommendation,,,,,,,,Yes,Very Satisfied,Somewhat Satisfied,Very Satisfied,Very Satisfied,,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Somewhat Satisfied,,Strongly Agree,Very Satisfied
30105,28Jan2020 17:43:00,"Participating in a volunteer or service program (e.g., Peace Corps)",,,Fordham Law School - Feerick Center for Social Justice,AmeriCorps Vista Volunteer Lawyers for Vetrans Program Coordinator,New York,New York City,,Click to write Choice 3,,A college degree is required and the position is related to my field of study.,3-6 months after graduation,3-6 months after graduation,Other,,,,,,,,No,,,,,,,Satisfied,,,,Very Dissatisfied,Agree,
30106,11Jan2018 9:32:21,Employed full time (on average 30 hours or more per week),,,Victory Apparel,Screen printer,Michigan,Grand Rapids,,Hourly,"$20,000 - $24,999",Having a college degree made no difference to me obtaining this position.,6+ months before graduation,6+ months before graduation,Other,,Family,,,,,,No,,,Somewhat Satisfied,,,,,,,,,Neutral,
30107,07Jan2019 18:56:56,Employed full time (on average 30 hours or more per week),,,Omt-veyhl,Developer/analyst,Michigan,Holland,,Hourly,"$55,000 - $59,999",A college degree is required and the position is related to my field of study.,0-3 months after graduation,0-3 months after graduation,Personal Network,,,,,,,,Yes,,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,,Strongly Agree,Satisfied
30108,29Nov2017 15:29:27,Employed part time (on average less than 30 hours per week),,Strongly Disagree,Lake Michigan Credit Union,Retail Development Coordinator,Michigan,"Grand Rapids, MI",,Hourly,"$20,000 - $24,999",Having a college degree made no difference to me obtaining this position.,0-3 months before graduation,0-3 months before graduation,GVSU Student Organization,,,,,,,,No,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,,Somewhat Satisfied,Somewhat Satisfied,,
30109,25Dec2019 15:33:06,Employed part time (on average less than 30 hours per week),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30110,17Jan2017 12:27:45,Employed full time (on average 30 hours or more per week),,,Leukemia & Lymphoma society,Campaign Manager,Michigan,Grand Rapids,,Hourly,"$45,000 - $49,999",An undergraduate degree is required but the position is not related to my field of s,3-6 months after graduation,3-6 months after graduation,Personal Network,,,,,,,,Yes,Satisfied,Somewhat Satisfied,Somewhat Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Satisfied,,
30111,20Jun2019 14:29:48,Employed full time (on average 30 hours or more per week),,,Dynatrace,Software Consultant,Michigan,Detroit,,Hourly,"$65,000 - $69,999",,,,,,,,,,,,,,,,,,,,,,,,Strongly Agree,
30112,20Jul2017 9:01:25,Employed full time (on average 30 hours or more per week),,Strongly Agree,Drury Hotels,Guest Service Supervisor,Michigan,Grand Rapids,,Hourly,"$25,000 - $29,999","A college degree is not required for this job, but my degree helped me to obtain it.",0-3 months after graduation,0-3 months after graduation,Other On-line Job Posting Systems (please specify),InDeed.com,,,,,,,Yes,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Satisfied,,,Satisfied,Satisfied,,,,
30113,06Jun2017 8:18:24,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,Strongly Agree,,,,,,,,,,,,,,University of Michigan-Flint,Michigan,,Doctorate of Physical Therapy,Doctorate,No,,,,,,,,Very Satisfied,,,,,
30114,08Oct2018 14:03:01,Employed full time (on average 30 hours or more per week),,,Mika Meyers PLC,Accountant I,Michigan,Grand Rapids,,Hourly,"$35,000 - $39,999",A college degree is required and the position is related to my field of study.,0-3 months after graduation,0-3 months after graduation,Handshake/LakerJobs (GVSU Online Recruiting System),,,,,,,,No,,Very Satisfied,Very Satisfied,,Very Satisfied,,,Very Satisfied,,,,Agree,Very Satisfied
30115,12Oct2017 17:54:32,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,,,,,,,,,,,,,,,GVSU,Michigan,,Master of Business Administration,Master's,,Dissatisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Somewhat Satisfied,Strongly Agree,Dissatisfied
30116,16Dec2018 20:12:18,Seeking employment,,,,,,,,,,,,,,,,,,,,,No,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,,,,,Somewhat Satisfied,Dissatisfied,,,,
30117,22Oct2020 1:30:00,Planning to continue education but not yet enrolled,,,,,,,,,,,,,,,,Trier University,International,Germany,Statistics,Master's,,,,,,,,,,,,,Strongly Agree,
30118,19Jul2020 13:59:00,Employed full time (on average 30 hours or more per week),,,Housing Services Mid Michigan,Intake and Follow Up Case Manager,Michigan,Charlotte,,Hourly,"$25,000 - $29,999",A college degree is required and the position is related to my field of study.,0-3 months before graduation,0-3 months before graduation,Other On-line Job Posting Systems (please specify),mitalent.org,,,,,,,No,,,Somewhat Satisfied,,,,,Satisfied,,,,Strongly Agree,
30119,14Feb2019 12:51:38,Planning to continue education but not yet enrolled,,,,,,,,,,,,,,,,Grand Valleu State University,Michigan,,Speech-Language Pathology,Master's,No,,,,Very Satisfied,,,,,,,Very Satisfied,Strongly Agree,
30120,31May2018 17:13:25,Employed full time (on average 30 hours or more per week),,,Dwelling Place of Grand Rapids,Heartside Promotions Coordinator,Michigan,Grand Rapids,,Click to write Choice 3,,"A college degree is not required for this job, but my degree helped me to obtain it.",0-3 months after graduation,0-3 months after graduation,Other,,Online search,,,,,,No,,,Satisfied,,,,,Satisfied,,,,Agree,
30121,04May2018 20:23:33,Employed full time (on average 30 hours or more per week),,,Santa Fe Supermarket,Manager,Michigan,Holland,,Hourly,"Less than $20,000",,,,,,,,,,,,,,,,,,,,,,,,Agree,
30122,06Jun2019 19:32:55,Employed full time (on average 30 hours or more per week),,,Bethany Christian Services,Foster care case manager,Michigan,Muskegon,,Hourly,"$35,000 - $39,999",A college degree is required and the position is related to my field of study.,3-6 months before graduation,0-3 months after graduation,Other,,Internship,,,,,,No,Very Satisfied,Very Satisfied,,Very Satisfied,,Satisfied,Satisfied,Very Satisfied,Satisfied,,Very Satisfied,Strongly Agree,Satisfied
30123,06Jun2019 14:38:32,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,,,,,,,,,,,,,,,Wayne State University,Michigan,,Biochemistry and Molecular Biology,Master's,No,,Satisfied,,,,,,,Satisfied,,,Strongly Agree,
30124,13Mar2017 7:33:43,Seeking employment,,,,,,,,,,,,,,,,,,,,,No,Very Dissatisfied,,Very Satisfied,,,,,,Very Satisfied,,,,
30125,06Jun2017 8:49:39,"Enrolled in a program of continuing education (e.g., graduate, professional school, certificate program, additional coursework)",,Strongly Agree,,,,,,,,,,,,,,Grand Valley State University,Michigan,,Doctor of Physical Therapy,Doctorate,No,,Satisfied,Somewhat Satisfied,Somewhat Satisfied,,,Satisfied,Satisfied,,Satisfied,,,
30126,11Jun2019 12:00:02,Employed full time (on average 30 hours or more per week),,,Align Technology,Sales Associate,North Carolina,Raleigh,,Hourly,"$60,000 - $64,999",A college degree is required and the position is related to my field of study.,6+ months before graduation,6+ months before graduation,Other,,MSU Sales Career Fair and Personal Network,,,,,,Yes,Dissatisfied,Satisfied,Satisfied,Somewhat Satisfied,Somewhat Satisfied,Satisfied,Somewhat Satisfied,Dissatisfied,Dissatisfied,Somewhat Satisfied,,Strongly Agree,Satisfied
